depth_A                  	phonons_eV-Aion          	ionizations_eV-Aion      	frenkelpairs_vac-Aion    	implantedIons_-cm        
6.1501000000e+02         	3.1575430500e-03         	1.0914856146e+01         	5.9289152500e-06         	3.5772250000e+00         
1.2300100000e+03         	3.9662605000e-03         	1.0928348437e+01         	1.5237693000e-05         	2.4390200000e+00         
1.8450100000e+03         	4.8353935000e-03         	1.0952062656e+01         	2.5113544000e-05         	2.1138200000e+00         
2.4600100000e+03         	6.1056550000e-03         	1.0984229887e+01         	4.1437325000e-05         	3.4146250000e+00         
3.0750100000e+03         	7.4506060000e-03         	1.1028975579e+01         	5.8784765000e-05         	3.5772300000e+00         
3.6900100000e+03         	8.7517845000e-03         	1.1086483548e+01         	7.4696075000e-05         	3.4146250000e+00         
4.3050100000e+03         	6.9348540000e-03         	1.1153006943e+01         	5.3536310000e-05         	4.2276250000e+00         
4.9200100000e+03         	5.8680190000e-03         	1.1189333217e+01         	4.1634690000e-05         	6.5040550000e+00         
5.5350100000e+03         	6.4924530000e-03         	1.1235187166e+01         	5.0282955000e-05         	5.0406300000e+00         
6.1500100000e+03         	6.8888815000e-03         	1.1284082954e+01         	5.4952230000e-05         	3.7398300000e+00         
6.7650100000e+03         	7.2667285000e-03         	1.1337938729e+01         	6.0213720000e-05         	4.8780350000e+00         
7.3800100000e+03         	7.5098910000e-03         	1.1394774177e+01         	6.3298115000e-05         	6.6666500000e+00         
7.9950100000e+03         	7.7940590000e-03         	1.1456452734e+01         	6.7252975000e-05         	7.1544550000e+00         
8.6100100000e+03         	7.9433695000e-03         	1.1517434715e+01         	6.8938400000e-05         	5.2032350000e+00         
9.2250100000e+03         	7.7205370000e-03         	1.1585473831e+01         	6.4918035000e-05         	6.5040450000e+00         
9.8400100000e+03         	8.0168960000e-03         	1.1653836754e+01         	6.8904520000e-05         	6.3414400000e+00         
1.0455000000e+04         	8.1931020000e-03         	1.1719038026e+01         	7.1568515000e-05         	6.3414450000e+00         
1.1070000000e+04         	8.2951110000e-03         	1.1784749660e+01         	7.2854725000e-05         	6.3414350000e+00         
1.1685000000e+04         	8.3106655000e-03         	1.1853825929e+01         	7.2321375000e-05         	6.8292400000e+00         
1.2300000000e+04         	8.2872705000e-03         	1.1924548910e+01         	7.1377585000e-05         	7.1544450000e+00         
1.2915000000e+04         	8.2209375000e-03         	1.1998305886e+01         	6.9378090000e-05         	6.9918650000e+00         
1.3530000000e+04         	8.3608085000e-03         	1.2072470115e+01         	7.1003930000e-05         	8.6178300000e+00         
