====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 150 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     2.E+04 A ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 5 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
200010.E-03  1180.00E-08  1365.36E-08  
400010.E-03  3420.00E-08  4300.09E-08  
600010.E-03  5790.00E-08  5724.46E-08  
800010.E-03  9730.00E-08  1271.63E-07  
100001.E-02  1257.00E-07  1501.18E-07  
120001.E-02  1436.00E-07  1831.56E-07  
140001.E-02  9120.00E-08  8458.22E-08  
160001.E-02  1155.00E-07  1081.26E-07  
180001.E-02  1309.00E-07  1279.80E-07  
200001.E-02  1525.00E-07  1905.71E-07  
220001.E-02  1640.00E-07  1604.19E-07  
240001.E-02  1715.00E-07  1485.44E-07  
260001.E-02  1731.00E-07  1983.87E-07  
280001.E-02  1898.00E-07  1756.35E-07  
300001.E-02  2009.00E-07  2000.31E-07  
320001.E-02  2033.00E-07  1962.28E-07  
340001.E-02  2267.00E-07  1887.25E-07  
360001.E-02  2488.00E-07  2301.22E-07  
380001.E-02  2572.00E-07  2257.97E-07  
400001.E-02  2751.00E-07  2552.67E-07  
420001.E-02  2979.00E-07  2516.89E-07  
440001.E-02  3225.00E-07  2567.38E-07  
460001.E-02  3396.00E-07  2810.23E-07  
480001.E-02  3895.00E-07  2798.05E-07  
500001.E-02  4383.00E-07  2949.05E-07  
520001.E-02  4774.00E-07  2899.02E-07  
540001.E-02  5311.00E-07  3219.18E-07  
560001.E-02  5972.00E-07  3189.14E-07  
580001.E-02  6564.00E-07  3249.51E-07  
600001.E-02  7397.00E-07  3545.18E-07  
620001.E-02  8194.00E-07  3322.36E-07  
640001.E-02  8715.00E-07  3107.52E-07  
660001.E-02  9377.00E-07  2906.39E-07  
680001.E-02  9754.00E-07  2702.60E-07  
700001.E-02  9662.00E-07  2205.56E-07  
720001.E-02  9356.00E-07  1760.79E-07  
740001.E-02  8226.00E-07  1271.04E-07  
760001.E-02  6729.00E-07  8481.45E-08  
780001.E-02  4906.00E-07  5374.48E-08  
800001.E-02  3347.00E-07  2993.61E-08  
820001.E-02  2065.00E-07  1474.17E-08  
840001.E-02  1194.00E-07  7104.46E-09  
860001.E-02  5610.00E-08  2915.50E-09  
880001.E-02  2300.00E-08  8411.18E-10  
900001.E-02  1230.00E-08  4483.92E-10  
920001.E-02  3800.00E-09  1372.54E-10  
940001.E-02  1100.00E-09  3022.59E-12  
960001.E-02  4000.00E-10  0000.00E+00  
980001.E-02  2000.00E-10  0000.00E+00  
100000.E-01  0000.00E+00  0000.00E+00  
102000.E-01  0000.00E+00  0000.00E+00  
