====== pysrim run =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 A ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
 Total Target Vacancies     = 20 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
140001.E-02  1557.14E-09  3904.25E-09  
280001.E-02  4900.00E-09  1321.38E-08  
420001.E-02  8971.43E-09  1965.44E-08  
560001.E-02  1312.86E-08  2564.86E-08  
700001.E-02  1838.57E-08  3070.40E-08  
840001.E-02  8728.57E-09  1447.39E-08  
980001.E-02  1137.14E-08  2761.16E-08  
112000.E-01  1418.57E-08  2200.00E-08  
126000.E-01  1508.57E-08  4389.06E-08  
140000.E-01  1484.29E-08  4261.32E-08  
154000.E-01  1571.43E-08  2948.17E-08  
168000.E-01  1531.43E-08  3964.16E-08  
182000.E-01  1552.86E-08  2771.54E-08  
196000.E-01  1645.71E-08  2661.32E-08  
210000.E-01  1625.71E-08  3182.07E-08  
224000.E-01  1594.29E-08  3349.15E-08  
238000.E-01  1650.00E-08  4105.11E-08  
252000.E-01  1612.86E-08  4728.01E-08  
266000.E-01  1655.71E-08  3792.26E-08  
280000.E-01  1665.71E-08  3394.23E-08  
294000.E-01  1691.43E-08  3477.26E-08  
308000.E-01  1671.43E-08  2718.33E-08  
322000.E-01  1724.29E-08  2480.53E-08  
336000.E-01  1797.14E-08  5699.44E-08  
350000.E-01  1690.00E-08  4460.21E-08  
364000.E-01  1805.71E-08  4593.27E-08  
378000.E-01  1825.71E-08  5495.16E-08  
392000.E-01  1877.14E-08  4674.81E-08  
406000.E-01  1921.43E-08  3556.22E-08  
420000.E-01  1797.14E-08  3206.88E-08  
434000.E-01  1951.43E-08  3158.67E-08  
448000.E-01  2002.86E-08  3265.89E-08  
462000.E-01  1992.86E-08  5475.00E-08  
476000.E-01  2027.14E-08  3137.00E-08  
490000.E-01  2055.71E-08  5820.48E-08  
504000.E-01  2000.00E-08  4713.08E-08  
518000.E-01  2051.43E-08  5081.33E-08  
532000.E-01  2130.00E-08  4340.34E-08  
546000.E-01  2095.71E-08  4977.37E-08  
560000.E-01  2152.86E-08  4800.26E-08  
574000.E-01  2242.86E-08  4404.81E-08  
588000.E-01  2251.43E-08  4292.43E-08  
602000.E-01  2327.14E-08  5263.67E-08  
616000.E-01  2252.86E-08  4612.28E-08  
630000.E-01  2291.43E-08  3620.86E-08  
644000.E-01  2320.00E-08  4193.01E-08  
658000.E-01  2395.71E-08  3428.11E-08  
672000.E-01  2415.71E-08  6141.67E-08  
686000.E-01  2484.29E-08  5491.33E-08  
700000.E-01  2494.29E-08  5236.88E-08  
714000.E-01  2651.43E-08  5117.22E-08  
728000.E-01  2782.86E-08  5258.31E-08  
742000.E-01  2787.14E-08  5548.63E-08  
756000.E-01  2794.29E-08  6268.67E-08  
770000.E-01  2898.57E-08  5106.66E-08  
784000.E-01  3047.14E-08  5499.16E-08  
798000.E-01  3065.71E-08  5973.58E-08  
812000.E-01  3080.00E-08  7014.94E-08  
826000.E-01  3244.29E-08  6090.11E-08  
840000.E-01  3327.14E-08  8229.48E-08  
854000.E-01  3274.29E-08  5097.39E-08  
868000.E-01  3465.71E-08  8308.65E-08  
882000.E-01  3557.14E-08  7511.51E-08  
896000.E-01  3831.43E-08  7489.09E-08  
910000.E-01  3912.86E-08  7729.05E-08  
924000.E-01  4098.57E-08  7152.64E-08  
938000.E-01  4158.57E-08  7790.69E-08  
952000.E-01  4562.86E-08  8973.67E-08  
966000.E-01  4795.71E-08  8764.30E-08  
980000.E-01  4891.43E-08  8281.86E-08  
994000.E-01  5230.00E-08  1130.21E-07  
100800.E+00  5534.29E-08  9372.78E-08  
102200.E+00  5792.86E-08  1081.31E-07  
103600.E+00  6442.86E-08  1112.96E-07  
105000.E+00  6964.29E-08  1064.10E-07  
