====== pysrim run =======
        SRIM-2013.00
======================================== 
       Ion and Recoil PHONONS        
 See SRIM Outputs\TDATA.txt for calc. details
======================================== 
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt calculation data
 Ion    =  H   Energy = 1200 keV
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width =     1.E+05 AAA ;
  Layer # 1- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 1-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 1- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 1- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 1-  O = 53.8 Atomic Percent = 16.8 Mass Percent
====================================================================
 Total Ions calculated =50000.00
========================================================
  Table Units are  >>>> Phonons /(Angstrom-Ion)  <<<<  
========================================================
  DEPTH       PHONONS     PHONONS    
  (Ang.)      by ION      by RECOILS 
-----------  -----------  -----------
140001.E-02  100594.E-08  302873.E-09
280001.E-02  935355.E-09  955991.E-09
420001.E-02  894057.E-09  162049.E-08
560001.E-02  872833.E-09  204831.E-08
700001.E-02  860708.E-09  260977.E-08
840001.E-02  833849.E-09  134360.E-08
980001.E-02  807817.E-09  200158.E-08
112000.E-01  799788.E-09  181966.E-08
126000.E-01  808355.E-09  247057.E-08
140000.E-01  807965.E-09  265618.E-08
154000.E-01  813418.E-09  217527.E-08
168000.E-01  821564.E-09  253110.E-08
182000.E-01  830571.E-09  205134.E-08
196000.E-01  843430.E-09  214699.E-08
210000.E-01  851039.E-09  247251.E-08
224000.E-01  854740.E-09  227302.E-08
238000.E-01  860505.E-09  253356.E-08
252000.E-01  870511.E-09  264916.E-08
266000.E-01  878241.E-09  254710.E-08
280000.E-01  887027.E-09  242497.E-08
294000.E-01  897177.E-09  237912.E-08
308000.E-01  900140.E-09  214409.E-08
322000.E-01  911509.E-09  211357.E-08
336000.E-01  917946.E-09  320010.E-08
350000.E-01  924219.E-09  262851.E-08
364000.E-01  933266.E-09  276964.E-08
378000.E-01  946859.E-09  321218.E-08
392000.E-01  955287.E-09  292741.E-08
406000.E-01  964856.E-09  268472.E-08
420000.E-01  975430.E-09  235362.E-08
434000.E-01  983960.E-09  252507.E-08
448000.E-01  995393.E-09  248881.E-08
462000.E-01  101471.E-08  316361.E-08
476000.E-01  102713.E-08  260297.E-08
490000.E-01  104411.E-08  335573.E-08
504000.E-01  105732.E-08  300417.E-08
518000.E-01  105982.E-08  331403.E-08
532000.E-01  107498.E-08  316708.E-08
546000.E-01  108807.E-08  330892.E-08
560000.E-01  111277.E-08  323231.E-08
574000.E-01  112231.E-08  331001.E-08
588000.E-01  112354.E-08  303913.E-08
602000.E-01  115165.E-08  332808.E-08
616000.E-01  116759.E-08  319604.E-08
630000.E-01  118228.E-08  310865.E-08
644000.E-01  120886.E-08  329440.E-08
658000.E-01  122358.E-08  295318.E-08
672000.E-01  125099.E-08  390527.E-08
686000.E-01  126573.E-08  375801.E-08
700000.E-01  128931.E-08  360976.E-08
714000.E-01  130449.E-08  350133.E-08
728000.E-01  133621.E-08  368057.E-08
742000.E-01  136592.E-08  371758.E-08
756000.E-01  138795.E-08  412536.E-08
770000.E-01  141316.E-08  392018.E-08
784000.E-01  146251.E-08  392881.E-08
798000.E-01  149731.E-08  419574.E-08
812000.E-01  151398.E-08  438761.E-08
826000.E-01  154611.E-08  442352.E-08
840000.E-01  158286.E-08  516158.E-08
854000.E-01  161818.E-08  405214.E-08
868000.E-01  166707.E-08  509927.E-08
882000.E-01  173958.E-08  509767.E-08
896000.E-01  177113.E-08  523100.E-08
910000.E-01  182345.E-08  532675.E-08
924000.E-01  189190.E-08  532434.E-08
938000.E-01  196062.E-08  545721.E-08
952000.E-01  206022.E-08  611794.E-08
966000.E-01  215998.E-08  610306.E-08
980000.E-01  224360.E-08  611875.E-08
994000.E-01  233633.E-08  714941.E-08
100800.E+00  245750.E-08  705717.E-08
102200.E+00  259579.E-08  735337.E-08
103600.E+00  280011.E-08  780753.E-08
105000.E+00  301222.E-08  816262.E-08
106400.E+00  331644.E-08  913834.E-08
107800.E+00  360046.E-08  101980.E-07
109200.E+00  402868.E-08  119816.E-07
110600.E+00  461691.E-08  129204.E-07
112000.E+00  552256.E-08  147369.E-07
113400.E+00  693306.E-08  186186.E-07
114800.E+00  918592.E-08  239593.E-07
116200.E+00  127682.E-07  309827.E-07
117600.E+00  175090.E-07  394389.E-07
119000.E+00  221823.E-07  473859.E-07
120400.E+00  244852.E-07  498763.E-07
121800.E+00  227131.E-07  439438.E-07
123200.E+00  172369.E-07  321155.E-07
124600.E+00  108397.E-07  198078.E-07
126000.E+00  523022.E-08  930497.E-08
127400.E+00  211266.E-08  363469.E-08
128800.E+00  724501.E-09  119423.E-08
130200.E+00  155906.E-09  262920.E-09
131600.E+00  275843.E-10  436074.E-10
133000.E+00  669690.E-11  836531.E-11
134400.E+00  000000.E+00  000000.E+00
135800.E+00  000000.E+00  000000.E+00
137200.E+00  000000.E+00  000000.E+00
138600.E+00  000000.E+00  000000.E+00
140000.E+00  000000.E+00  000000.E+00
