# Ic = 1.85 A, n = 26.16 , Tavg = 80.04 K, 80k-ffj51-0e19pm2-0T-
#datetime                        t_s     iHTS_A                vHTS_V                tHTS_K  tTAR_K  tHOL_K  tSPA_K
0202-03-26_02:52:43.090000      13264.43        1.04457500e-02       -9.96083113e-08  80.0269  78.5432  79.2779  0.0000
0202-03-26_02:52:43.438000      13264.78        4.41640600e-02       -1.72616391e-07  79.9939  78.5496  79.2587  0.0000
0202-03-26_02:52:43.797000      13265.14        7.37829800e-02       -2.05773711e-07  79.9939  78.5496  79.2587  0.0000
0202-03-26_02:52:44.145000      13265.49        1.03956700e-01       -2.06207541e-07  79.9939  78.5496  79.2587  0.0000
0202-03-26_02:52:44.492000      13265.83        1.33851700e-01       -2.14884221e-07  79.9875  78.5541  79.2700  0.0000
0202-03-26_02:52:44.840000      13266.18        1.63362300e-01       -2.54673011e-07  79.9875  78.5541  79.2700  0.0000
0202-03-26_02:52:45.200000      13266.54        1.93099000e-01       -2.01931181e-07  79.9875  78.5541  79.2700  0.0000
0202-03-26_02:52:45.613000      13266.95        2.22789200e-01        5.19361867e-09  80.0017  78.5566  79.2899  0.0000
0202-03-26_02:52:45.960000      13267.30        2.52878100e-01        1.72170187e-08  80.0017  78.5566  79.2899  0.0000
0202-03-26_02:52:46.312000      13267.65        2.82476300e-01       -6.97982213e-08  80.0112  78.5593  79.2719  0.0000
0202-03-26_02:52:46.660000      13268.00        3.12236200e-01       -1.80364741e-07  80.0112  78.5593  79.2719  0.0000
0202-03-26_02:52:47.016000      13268.36        3.42287500e-01       -1.32704951e-07  80.0112  78.5593  79.2719  0.0000
0202-03-26_02:52:47.363000      13268.71        3.71835200e-01       -7.25879213e-08  80.0250  78.5598  79.2868  0.0000
0202-03-26_02:52:47.710000      13269.05        4.02004800e-01       -9.79362313e-08  80.0250  78.5598  79.2868  0.0000
0202-03-26_02:52:48.060000      13269.40        4.31782100e-01       -1.03700031e-07  80.0250  78.5598  79.2868  0.0000
0202-03-26_02:52:48.406000      13269.75        4.61191700e-01       -1.91954311e-07  80.0277  78.5616  79.2692  0.0000
0202-03-26_02:52:48.754000      13270.10        4.91156200e-01       -2.23872121e-07  80.0277  78.5616  79.2692  0.0000
0202-03-26_02:52:49.100000      13270.44        5.21138800e-01       -1.81046481e-07  80.0277  78.5616  79.2692  0.0000
0202-03-26_02:52:49.450000      13270.79        5.51151100e-01       -9.65107813e-08  80.0042  78.5590  79.2571  0.0000
0202-03-26_02:52:49.797000      13271.14        5.80991900e-01       -8.47352813e-08  80.0042  78.5590  79.2571  0.0000
