====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 8000 keV
 Total Ions calculated =20000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 1- Density = 5.846E22 atoms/cm3 = 10.47 g/cm3
  Layer # 1- Ag = 100  Atomic Percent = 100  Mass Percent
Layer  2 : None
Layer Width = 20000.E+00 AAA ;
  Layer # 2- Density = 7.403E22 atoms/cm3 = 6.3 g/cm3
  Layer # 2-  Y = 7.69 Atomic Percent = 13.3 Mass Percent
  Layer # 2- Ba = 15.3 Atomic Percent = 41.2 Mass Percent
  Layer # 2- Cu = 23.0 Atomic Percent = 28.6 Mass Percent
  Layer # 2-  O = 53.8 Atomic Percent = 16.8 Mass Percent
Layer  3 : None
Layer Width = 40000.E-02 AAA ;
  Layer # 3- Density = 8.142E22 atoms/cm3 = 6.54 g/cm3
  Layer # 3- La = 20   Atomic Percent = 57.4 Mass Percent
  Layer # 3- Mn = 20   Atomic Percent = 22.7 Mass Percent
  Layer # 3-  O = 60   Atomic Percent = 19.8 Mass Percent
Layer  4 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 4- Density = 10.69E22 atoms/cm3 = 3.58 g/cm3
  Layer # 4- Mg = 50   Atomic Percent = 60.3 Mass Percent
  Layer # 4-  O = 50   Atomic Percent = 39.6 Mass Percent
Layer  5 : None
Layer Width = 10000.E-02 AAA ;
  Layer # 5- Density = 6.680E22 atoms/cm3 = 5.01 g/cm3
  Layer # 5-  Y = 40   Atomic Percent = 78.7 Mass Percent
  Layer # 5-  O = 60   Atomic Percent = 21.2 Mass Percent
Layer  6 : None
Layer Width = 50000.E-02 AAA ;
  Layer # 6- Density = 11.66E22 atoms/cm3 = 3.95 g/cm3
  Layer # 6- Al = 40   Atomic Percent = 52.9 Mass Percent
  Layer # 6-  O = 60   Atomic Percent = 47.0 Mass Percent
Layer  7 : None
Layer Width = 30000.E+02 AAA ;
  Layer # 7- Density = 7.709E22 atoms/cm3 = 8.89 g/cm3
  Layer # 7- Ni = 55.2 Atomic Percent = 46.7 Mass Percent
  Layer # 7- Mo = 17.0 Atomic Percent = 23.6 Mass Percent
  Layer # 7- Cr = 16.0 Atomic Percent = 12.0 Mass Percent
  Layer # 7- Fe = 7.03 Atomic Percent = 5.65 Mass Percent
  Layer # 7-  W = 4.52 Atomic Percent = 11.9 Mass Percent
====================================================================
 Ion Average Range = 174877.E+01 A   Straggling = 541102.E-01 A
 Ion Lateral Range = 833130.E-01 A   Straggling = 116892.E+00 A
 Ion Radial  Range = 131208.E+00 A   Straggling = 999128.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3041501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6083001.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9124501.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1216600.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1520750.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1824900.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2129050.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2433200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2737350.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3041500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3345650.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3649800.E-01 11250598.E-01 11250598.E-01 13496304.E-01 00000000.E+00 
3953950.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4258100.E-01 15398009.E-01 15398009.E-01 15420169.E-01 00000000.E+00 
4562250.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4866400.E-01 12421683.E-01 12421683.E-01 16279032.E-01 00000000.E+00 
5170550.E-01 55906835.E-02 55906835.E-02 10480638.E-01 00000000.E+00 
5474700.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
5778850.E-01 74287735.E-02 74287735.E-02 89186642.E-02 00000000.E+00 
6083000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6387150.E-01 46544152.E-02 46544152.E-02 57808919.E-02 00000000.E+00 
6691300.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6995450.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7299600.E-01 13023843.E-01 13023843.E-01 14469643.E-01 00000000.E+00 
7603750.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7907900.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8212050.E-01 53640751.E-02 63112673.E-02 67278046.E-02 34099495.E-02 
8516200.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8820350.E-01 88310515.E-02 88389191.E-02 10088896.E-01 28657537.E-03 
9124500.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9428650.E-01 11619322.E-01 11625075.E-01 12733531.E-01 69977893.E-03 
9732800.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1003695.E+00 91557022.E-02 91557022.E-02 10390712.E-01 00000000.E+00 
1034110.E+00 97816651.E-02 98557036.E-02 10990678.E-01 21764947.E-02 
1064525.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1094940.E+00 44795204.E-02 52861109.E-02 83309077.E-02 29497751.E-02 
1125355.E+00 38705129.E-02 49823585.E-02 12449054.E-01 10154468.E-03 
1155770.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1186185.E+00 64805593.E-02 72873933.E-02 74141128.E-02 41186782.E-02 
